,uniq_id,product_url,product_name,product_category_tree,pid,retail_price,discounted_price,image,description,product_rating,overall_rating,brand,product_specifications
385,5681d0650d64d77d41d1e946b6580220,http://www.flipkart.com/dumdaar-com-casual-short-sleeve-self-design-women-s-top/p/itmedchagzh5mvkp?pid=TOPEDCHAAH2UHQSR,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Dumdaar.Com Tops""]",TOPEDCHAAH2UHQSR,999,399,"[""http://img5a.flixcart.com/image/top/q/s/r/ddgreentop0024-dumdaar-com-xl-original-imaedc3jhsmxw3zj.jpeg"", ""http://img6a.flixcart.com/image/top/q/s/r/ddgreentop0024-dumdaar-com-xl-original-imaedc3hd5h9kygz.jpeg"", ""http://img6a.flixcart.com/image/top/q/s/r/ddgreentop0024-dumdaar-com-xl-original-imaedc3myyc4gq9y.jpeg"", ""http://img6a.flixcart.com/image/top/q/s/r/ddgreentop0024-dumdaar-com-xl-original-imaedc3mwyzp7ect.jpeg"", ""http://img5a.flixcart.com/image/top/q/s/r/ddgreentop0024-dumdaar-com-xl-original-imaedc3nr7sqsvz2.jpeg""]",Dumdaar.Com Casual Short Sleeve Self Design Women's Top - Buy Green Dumdaar.Com Casual Short Sleeve Self Design Women's Top For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Neck"", ""value""=>""V Neck""}, {""key""=>""Sleeve"", ""value""=>""Short Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}]}"
386,7295b59311f9124eedbe1c49f2278fb9,http://www.flipkart.com/f-s-casual-party-short-sleeve-self-design-women-s-top/p/itmebs25yhzu3et7?pid=TOPEBS26V3JRYSF3,"F&S Casual, Party Short Sleeve Self Design Women's Top","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> F&S Tops""]",TOPEBS26V3JRYSF3,1299,421,"[""http://img6a.flixcart.com/image/top/g/w/x/1-1-sdn900899g-f-s-m-original-imaebrcpxwkh7gbq.jpeg"", ""http://img5a.flixcart.com/image/top/g/w/x/1-1-sdn900899g-f-s-m-original-imaebrcqzcfhw2mb.jpeg"", ""http://img6a.flixcart.com/image/top/g/w/x/1-1-sdn900899g-f-s-m-original-imaebrcrghfgeusx.jpeg"", ""http://img5a.flixcart.com/image/top/g/w/x/1-1-sdn900899g-f-s-m-original-imaebrcsazzjpaft.jpeg"", ""http://img6a.flixcart.com/image/top/g/w/x/1-1-sdn900899g-f-s-m-original-imaebrcucwabdfvh.jpeg""]","F&S Casual, Party Short Sleeve Self Design Women's Top
                         Price: Rs. 421
				
			this style is designed with crochet cotton lace @ neck & sleeve, elasticated smocked waist for stylish looking .
this style is designed with crochet cotton lace @ neck & sleeve, elasticated smocked waist for stylish looking .",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual, Party""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Polycrepe""}, {""key""=>""Neck"", ""value""=>""V-Neck""}, {""key""=>""Sleeve"", ""value""=>""Short Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Hand wash and machine wash""}, {""value""=>""1""}]}"
387,559efdc406d377d48811e006fff9257e,http://www.flipkart.com/oviya-casual-sleeveless-self-design-women-s-top/p/itmdzgv87kaqcgat?pid=TOPDZGV8GUEXZNUT,Oviya Casual Sleeveless Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Oviya Tops""]",TOPDZGV8GUEXZNUT,999,699,"[""http://img5a.flixcart.com/image/top/n/u/t/ovad1tup34-oviya-s-original-imadzgwf2xvqfeb9.jpeg"", ""http://img6a.flixcart.com/image/top/n/u/t/ovad1tup34-oviya-s-original-imadzgwf2xvqfeb9.jpeg"", ""http://img6a.flixcart.com/image/top/n/u/t/ovad1tup34-oviya-s-original-imadzgwfrahgf6za.jpeg"", ""http://img6a.flixcart.com/image/top/n/u/t/ovad1tup34-oviya-s-original-imadzgwfmvgfnmqe.jpeg"", ""http://img6a.flixcart.com/image/top/n/u/t/ovad1tup34-oviya-s-original-imadzgwftvctzfuh.jpeg""]",Oviya Casual Sleeveless Self Design Women's Top - Buy Blue Oviya Casual Sleeveless Self Design Women's Top For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Fabric"", ""value""=>""Rayon Staple""}, {""key""=>""Neck"", ""value""=>""V-neck""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Wash with Similar Colors, Use Detergent for Colors""}, {""value""=>""Top""}]}"
388,f8be073ac46a6a483b3b4216224fcd99,http://www.flipkart.com/clove-casual-3-4-sleeve-self-design-women-s-top/p/itmeaz88u9w9wmh5?pid=TOPEAZ88AGF3KJHS,The Clove Casual 3/4 Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> The Clove Tops""]",TOPEAZ88AGF3KJHS,800,399,"[""http://img5a.flixcart.com/image/top/h/z/k/1-1-ska009a-theclove-s-original-imaeazmgcdz6hzbz.jpeg"", ""http://img5a.flixcart.com/image/top/h/z/k/1-1-ska009a-theclove-s-original-imaeazmgh7czvcqz.jpeg"", ""http://img6a.flixcart.com/image/top/h/z/k/1-1-ska009a-theclove-s-original-imaeazmg7dm5gaqk.jpeg"", ""http://img5a.flixcart.com/image/top/h/z/k/1-1-ska009a-theclove-s-original-imaeazmggy7sgapd.jpeg""]",The Clove Casual 3/4 Sleeve Self Design Women's Top - Buy Green The Clove Casual 3/4 Sleeve Self Design Women's Top For Only Rs. 800 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Neck"", ""value""=>""V-neck""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}]}"
389,7ef2b198fb864141f5d4a5f425b5faa7,http://www.flipkart.com/vanca-formal-full-sleeve-self-design-women-s-top/p/itmebn32gqrfvsdd?pid=TOPEBN32XAZ62CTR,The Vanca Formal Full Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> The Vanca Tops""]",TOPEBN32XAZ62CTR,1499,1049,"[""http://img5a.flixcart.com/image/top/m/v/g/1-1-tsf400469-the-vanca-s-original-imaec4vhujdhwzsn.jpeg"", ""http://img5a.flixcart.com/image/top/m/v/g/1-1-tsf400469-the-vanca-s-original-imaec4vhv5afusn7.jpeg"", ""http://img5a.flixcart.com/image/top/m/v/g/1-1-tsf400469-the-vanca-s-original-imaec4vhzhvjfzfe.jpeg"", ""http://img6a.flixcart.com/image/top/m/v/g/1-1-tsf400469-the-vanca-s-original-imaec4vhzrhh829h.jpeg""]","The Vanca Formal Full Sleeve Self Design Women's Top
                         Price: Rs. 1,049
				
			Casual Top With Tie At Neck And Elasticated Bottom In Teal Color-Full Sleeves
Casual Top With Tie At Neck And Elasticated Bottom In Teal Color-Full Sleeves",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Crepe""}, {""key""=>""Neck"", ""value""=>""V Neck""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Machine Wash""}, {""value""=>""1 Top""}]}"
390,ab835ab63482692c69f24e59abc858ad,http://www.flipkart.com/fantasy-ika-casual-short-sleeve-solid-women-s-top/p/itmeceg3fftvvszf?pid=TOPECEG3APNWUZWP,Fantasy Ika Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Fantasy Ika Tops""]",TOPECEG3APNWUZWP,950,449,"[""http://img6a.flixcart.com/image/top/c/q/z/1-1-r-15g-grn-fantasy-ika-xl-original-imaececmfftg7htx.jpeg"", ""http://img5a.flixcart.com/image/top/c/q/z/1-1-r-15g-grn-fantasy-ika-xl-original-imaececmuud5jfwg.jpeg"", ""http://img5a.flixcart.com/image/top/c/q/z/1-1-r-15g-grn-fantasy-ika-xl-original-imaececmzdzwwy3z.jpeg"", ""http://img5a.flixcart.com/image/top/c/q/z/1-1-r-15g-grn-fantasy-ika-xl-original-imaececmq3yggvqh.jpeg"", ""http://img6a.flixcart.com/image/top/c/q/z/1-1-r-15g-grn-fantasy-ika-xl-original-imaececmxhfnxhfz.jpeg""]","Fantasy Ika Casual Short Sleeve Solid Women's Top
                         Price: Rs. 449
				
			Double your fashion flair wearing this top This top is designed as per the latest trends and fashioned using quality cotton. This beautiful creation will give you a trendy look when clubbed with matching leggings and sandals.
Double your fashion flair wearing this top This top is designed as per the latest trends and fashioned using quality cotton. This beautiful creation will give you a trendy look when clubbed with matching leggings and sandals.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Short Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""1 Top""}]}"
391,c1cbcbc28ebf16e97d95cde63f2a635a,http://www.flipkart.com/fantasy-ika-casual-3-4-sleeve-self-design-women-s-top/p/itmecba9vwdfegv6?pid=TOPECBAAP9HW5VMH,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Fantasy Ika Tops""]",TOPECBAAP9HW5VMH,849,499,"[""http://img5a.flixcart.com/image/top/v/m/h/1-1-if-8806-pink-fantasy-ika-l-original-imaecbyc5h9pr6ee.jpeg"", ""http://img6a.flixcart.com/image/top/v/m/h/1-1-if-8806-pink-fantasy-ika-l-original-imaecbyc5h9pr6ee.jpeg"", ""http://img6a.flixcart.com/image/top/v/m/h/1-1-if-8806-pink-fantasy-ika-l-original-imaecbyfsrss5hhb.jpeg"", ""http://img5a.flixcart.com/image/top/v/m/h/1-1-if-8806-pink-fantasy-ika-l-original-imaecbyffyskypn4.jpeg"", ""http://img5a.flixcart.com/image/top/v/m/h/1-1-if-8806-pink-fantasy-ika-l-original-imaecbyg63chcgxp.jpeg"", ""http://img5a.flixcart.com/image/top/v/m/h/1-1-if-8806-pink-fantasy-ika-m-original-imaecbyhbpv8rzfe.jpeg""]",Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top - Buy Pink Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top For Only Rs. 849 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Georgette""}, {""key""=>""Neck"", ""value""=>""V Neck""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Gentle Wash""}, {""value""=>""1 Top""}]}"
392,0b350e8d5379eb859980883a9192c1c9,http://www.flipkart.com/ausy-casual-short-sleeve-floral-print-women-s-top/p/itmec8az27a8r6g2?pid=TOPEC8APK93YCFZZ,Ausy Casual Short Sleeve Floral Print Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ausy Tops""]",TOPEC8APK93YCFZZ,999,367,"[""http://img5a.flixcart.com/image/top/z/y/d/1-1-awt17-ausy-l-original-imae7zfpnzj6zhmk.jpeg"", ""http://img6a.flixcart.com/image/top/z/y/d/1-1-awt17-ausy-l-original-imae7zfpnzj6zhmk.jpeg"", ""http://img6a.flixcart.com/image/top/z/y/d/1-1-awt17-ausy-l-original-imae7zfpw67hm5ej.jpeg"", ""http://img6a.flixcart.com/image/top/z/y/d/1-1-awt17-ausy-l-original-imae7zfpq43uycqj.jpeg"", ""http://img5a.flixcart.com/image/top/z/y/d/1-1-awt17-ausy-l-original-imae7zfp562z2wyq.jpeg"", ""http://img6a.flixcart.com/image/top/z/y/d/1-1-awt17-ausy-l-original-imae7zfpahecng8g.jpeg""]",Ausy Casual Short Sleeve Floral Print Women's Top - Buy Multicolor Ausy Casual Short Sleeve Floral Print Women's Top For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Sleeve"", ""value""=>""Short Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton Blend""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Pattern"", ""value""=>""Floral Print""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""value""=>""1 Top""}]}"
393,ca1d2871ce9800a24469cc1fb5ec1a35,http://www.flipkart.com/ausy-casual-short-sleeve-printed-women-s-top/p/itmec8anhsygxz3s?pid=TOPEC8ANUJ92WJYZ,Ausy Casual Short Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ausy Tops""]",TOPEC8ANUJ92WJYZ,999,367,"[""http://img5a.flixcart.com/image/top/x/f/x/1-1-awt22-ausy-s-original-imae7zfpcwzauamg.jpeg"", ""http://img6a.flixcart.com/image/top/x/f/x/1-1-awt22-ausy-s-original-imae7zfpvqwbcwun.jpeg"", ""http://img5a.flixcart.com/image/top/x/f/x/1-1-awt22-ausy-s-original-imae7zfputzzhbhu.jpeg"", ""http://img6a.flixcart.com/image/top/x/f/x/1-1-awt22-ausy-s-original-imae7zfppk4fsggn.jpeg"", ""http://img6a.flixcart.com/image/top/x/f/x/1-1-awt22-ausy-s-original-imae7zfphvgtgmm6.jpeg""]",Ausy Casual Short Sleeve Printed Women's Top - Buy Black And Pink Ausy Casual Short Sleeve Printed Women's Top For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Sleeve"", ""value""=>""Short Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton Blend""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""1 Top""}]}"
396,585c623e052d18f20c0e9cb9730c0d69,http://www.flipkart.com/shilpkala-casual-short-sleeve-printed-women-s-top/p/itme954fhhpnga7g?pid=TOPE954FJHYUHWDY,Shilpkala Casual Short Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FJHYUHWDY,999,999,"[""http://img6a.flixcart.com/image/top/w/d/y/1-1-skt3036-shilpkala-l-original-imae95fqw2zvmy8h.jpeg"", ""http://img5a.flixcart.com/image/top/w/d/y/1-1-skt3036-shilpkala-l-original-imae95fqwqvfhahe.jpeg"", ""http://img6a.flixcart.com/image/top/w/d/y/1-1-skt3036-shilpkala-l-original-imae95fqfgwbwskq.jpeg"", ""http://img6a.flixcart.com/image/top/w/d/y/1-1-skt3036-shilpkala-l-original-imae95fqtyqyakyk.jpeg"", ""http://img5a.flixcart.com/image/top/w/d/y/1-1-skt3036-shilpkala-l-original-imae95fqzaqe9pse.jpeg""]","Shilpkala Casual Short Sleeve Printed Women's Top
                         Price: Rs. 999
				
			Black key printed top has round neck, short sleeves, a sweet heart cut on the back with black placket and button.
Black key printed top has round neck, short sleeves, a sweet heart cut on the back with black placket and button.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Fabric"", ""value""=>""Crepe""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Short Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Hand wash""}]}"
397,c6af1bc4185526d31087503b5fbf70ce,http://www.flipkart.com/shilpkala-casual-sleeveless-solid-women-s-top/p/itme954fk48nxqmd?pid=TOPE954FWJHG3WDZ,Shilpkala Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FWJHG3WDZ,699,699,"[""http://img6a.flixcart.com/image/top/w/d/z/1-1-skt3039-shilpkala-m-original-imae95fqdkhg5qs8.jpeg"", ""http://img6a.flixcart.com/image/top/q/q/u/1-1-skt3039-shilpkala-l-original-imae95fqegxvvqnk.jpeg"", ""http://img5a.flixcart.com/image/top/q/q/u/1-1-skt3039-shilpkala-l-original-imae95fq3qf7fg49.jpeg"", ""http://img6a.flixcart.com/image/top/q/q/u/1-1-skt3039-shilpkala-l-original-imae95fqbpfpcfym.jpeg"", ""http://img6a.flixcart.com/image/top/q/q/u/1-1-skt3039-shilpkala-l-original-imae95fqwpjgsfrt.jpeg""]","Shilpkala Casual Sleeveless Solid Women's Top
                         Price: Rs. 699
				
			Blue top emblished with side seamless triangle patch of net with V neck line
Blue top emblished with side seamless triangle patch of net with V neck line",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Crepe""}, {""key""=>""Neck"", ""value""=>""V neck""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Hand wash""}]}"
398,127e27ece6938f442d67f1b3ee13ccf2,http://www.flipkart.com/shilpkala-casual-cape-sleeve-printed-women-s-top/p/itme954fpqazg5cg?pid=TOPE954FF9KJSZZN,Shilpkala Casual Cape Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FF9KJSZZN,799,799,"[""http://img5a.flixcart.com/image/top/z/z/n/1-1-skt3050-shilpkala-s-original-imae95fqaznc7yrp.jpeg"", ""http://img5a.flixcart.com/image/top/n/u/a/1-1-skt3050-shilpkala-m-original-imae95fqgh79c9mg.jpeg"", ""http://img6a.flixcart.com/image/top/z/z/n/1-1-skt3050-shilpkala-s-original-imae95fq9fhetpnq.jpeg"", ""http://img5a.flixcart.com/image/top/z/z/n/1-1-skt3050-shilpkala-s-original-imae95fqthtnhaqz.jpeg"", ""http://img5a.flixcart.com/image/top/n/u/a/1-1-skt3050-shilpkala-m-original-imae95fqgznffg4w.jpeg""]","Shilpkala Casual Cape Sleeve Printed Women's Top
                         Price: Rs. 799
				
			Green printed knitted top has round neck, dropped shoulder sleeves and drawsting detail on the bottom
Green printed knitted top has round neck, dropped shoulder sleeves and drawsting detail on the bottom",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Fabric"", ""value""=>""Knitted""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Cape Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Hand wash""}]}"
